Date,Product,Brand,Size,Quantity Sold,Unit Price (₹),Margin (%),Profit (₹),Net Profit (₹),Total Revenue (₹),Tax (GST % ),Tax Amount (₹),Net Tax (₹),Dealer,Stock Availability,Dealer Location
17-09-2023,Flats,Reebok,10,78,6961.85,20%,108604.86,43479.77,543024.3,12%,65162.92,65162.92,Dealer_6,157,Pune
17-09-2023,Flats,Paragon,8,79,1472.6,40%,46534.16,32621.86,116335.4,12%,13960.25,13960.25,Dealer_6,53,Pune
17-09-2023,Sandals,Bata,8,79,4290.51,30%,101685.09,61065.02,338950.29,12%,40674.03,40674.03,Dealer_2,168,Delhi
17-09-2023,Heels,Paragon,9,96,1830.6,40%,70295.04,49267.79,175737.6,12%,21088.51,21088.51,Dealer_2,149,Delhi
17-09-2023,Sandals,Bata,6,61,4870.89,30%,89137.29,53474.08,297124.29,12%,35654.91,35654.91,Dealer_6,174,Pune
17-09-2023,Flats,Bata,6,66,3992.04,30%,79042.39,47393.36,263474.64,12%,31616.96,31616.96,Dealer_6,144,Pune
17-09-2023,Sandals,Reebok,11,69,4709.0,20%,64984.2,26010.36,324921.0,12%,38990.52,38990.52,Dealer_4,57,Haryana
17-09-2023,Sneakers,Paragon,9,75,2060.66,40%,61819.8,43389.54,154549.5,12%,18545.94,18545.94,Dealer_6,160,Pune
17-09-2023,Sandals,Metro,6,69,3225.76,30%,66773.23,40176.56,222577.44,12%,26709.29,26709.29,Dealer_4,110,Haryana
18-09-2023,Flats,Adidas,8,66,9590.55,15%,94946.44,18965.25,632976.3,12%,75957.16,75957.16,Dealer_2,74,Delhi
18-09-2023,Sandals,Adidas,7,55,6565.96,15%,54169.17,10910.62,361127.8,12%,43335.34,43335.34,Dealer_2,90,Delhi
18-09-2023,Flats,Metro,10,65,3200.28,30%,62405.46,37423.82,208018.2,12%,24962.18,24962.18,Dealer_3,105,Mumbai
18-09-2023,Sandals,Paragon,8,54,2426.25,40%,52407.0,36688.29,131017.5,12%,15722.1,15722.1,Dealer_6,77,Pune
18-09-2023,Flats,Paragon,10,65,1294.44,40%,33655.44,23511.46,84138.6,12%,10096.63,10096.63,Dealer_6,186,Pune
18-09-2023,Sandals,Puma,8,61,5662.56,20%,69083.23,27615.13,345416.16,12%,41449.94,41449.94,Dealer_3,165,Mumbai
18-09-2023,Sneakers,Adidas,8,65,2026.7,15%,19760.32,4086.2,131735.5,12%,15808.26,15808.26,Dealer_3,168,Mumbai
19-09-2023,Sneakers,Paragon,7,72,1950.39,40%,56171.23,39329.1,140428.08,12%,16851.37,16851.37,Dealer_5,157,Haryana
19-09-2023,Sandals,Adidas,10,67,6951.01,15%,69857.65,13985.06,465717.67,12%,55886.12,55886.12,Dealer_2,178,Delhi
19-09-2023,Sneakers,Paragon,9,60,2863.72,40%,68729.28,47965.77,171823.2,12%,20618.78,20618.78,Dealer_3,113,Mumbai
19-09-2023,Sneakers,Paragon,10,63,2210.91,40%,55714.93,38969.53,139287.33,12%,16714.48,16714.48,Dealer_3,55,Mumbai
19-09-2023,Flats,Paragon,10,67,1880.14,40%,50387.75,35247.29,125969.38,12%,15116.33,15116.33,Dealer_2,91,Delhi
19-09-2023,Sandals,Bata,10,72,1700.84,30%,36738.14,21959.97,122460.48,12%,14695.26,14695.26,Dealer_7,101,Mumbai
19-09-2023,Sandals,Adidas,8,72,9155.57,15%,98880.16,19778.2,659201.04,12%,79104.12,79104.12,Dealer_2,197,Delhi
19-09-2023,Sandals,Bata,7,52,2774.61,30%,43283.92,25927.43,144279.72,12%,17313.57,17313.57,Dealer_2,95,Delhi
19-09-2023,Sandals,Woodland,10,53,6822.12,20%,72314.47,28933.79,361572.36,12%,43388.68,43388.68,Dealer_3,90,Mumbai
20-09-2023,Sandals,Paragon,6,50,2371.52,40%,47430.4,33213.43,118576.0,12%,14229.12,14229.12,Dealer_6,154,Pune
20-09-2023,Heels,Woodland,9,67,2422.19,20%,32457.35,12887.36,162286.73,12%,19474.41,19474.41,Dealer_5,116,Haryana
20-09-2023,Flats,Paragon,7,61,2117.72,40%,51672.37,36130.79,129180.92,12%,15501.71,15501.71,Dealer_6,56,Pune
20-09-2023,Sandals,Liberty,10,69,1232.41,40%,34014.52,23817.9,85036.29,12%,10204.35,10204.35,Dealer_3,60,Mumbai
20-09-2023,Sandals,Bata,10,65,3517.07,30%,68582.87,41268.15,228609.55,12%,27433.15,27433.15,Dealer_4,159,Haryana
21-09-2023,Sneakers,Adidas,8,55,8028.62,15%,66236.11,13272.89,441574.1,12%,52988.89,52988.89,Dealer_2,93,Delhi
21-09-2023,Sandals,Bata,10,69,1567.8,30%,32453.46,19405.88,108178.2,12%,12981.38,12981.38,Dealer_2,173,Delhi
21-09-2023,Boots,Sketchers,7,55,4389.16,25%,60350.95,31422.39,241403.8,12%,28968.46,28968.46,Dealer_1,167,Delhi
21-09-2023,Flats,Liberty,11,75,2392.45,40%,71773.5,50412.2,179433.75,12%,21532.05,21532.05,Dealer_3,125,Mumbai
22-09-2023,Sandals,Bata,8,50,3272.92,30%,49093.8,29547.95,163646.0,12%,19637.52,19637.52,Dealer_6,59,Pune
22-09-2023,Flats,Adidas,7,61,4307.44,15%,39413.08,7937.37,262753.84,12%,31530.46,31530.46,Dealer_2,144,Delhi
22-09-2023,Flats,Bata,10,77,2226.65,30%,51435.62,30933.93,171452.05,12%,20574.25,20574.25,Dealer_7,90,Mumbai
22-09-2023,Flats,Paragon,8,65,2282.7,40%,59350.2,41689.14,148375.5,12%,17805.06,17805.06,Dealer_6,125,Pune
22-09-2023,Sneakers,Paragon,10,66,866.32,40%,22870.85,16117.16,57177.12,12%,6861.25,6861.25,Dealer_3,148,Mumbai
22-09-2023,Sandals,Paragon,7,58,2627.3,40%,60953.36,42724.03,152383.4,12%,18286.01,18286.01,Dealer_6,127,Pune
22-09-2023,Sneakers,Paragon,6,59,1410.4,40%,33285.44,23406.67,83213.6,12%,9985.63,9985.63,Dealer_6,182,Pune
22-09-2023,Sandals,Liberty,9,76,2931.01,40%,89102.7,62263.73,222756.76,12%,26730.81,26730.81,Dealer_6,89,Pune
22-09-2023,Flats,Woodland,8,46,4246.18,20%,39064.86,15475.72,195324.28,12%,23438.91,23438.91,Dealer_4,93,Haryana
22-09-2023,Heels,Woodland,9,73,4903.99,20%,71598.25,28655.01,357991.27,12%,42958.95,42958.95,Dealer_3,53,Mumbai
23-09-2023,Sneakers,Bata,7,67,1825.72,30%,36696.97,22025.05,122323.24,12%,14678.79,14678.79,Dealer_2,121,Delhi
23-09-2023,Flats,Metro,10,79,3599.99,30%,85319.76,51137.47,284399.21,12%,34127.91,34127.91,Dealer_3,177,Mumbai
23-09-2023,Sandals,Paragon,10,76,2599.94,40%,79038.18,55409.31,197595.44,12%,23711.45,23711.45,Dealer_6,108,Pune
23-09-2023,Flats,Adidas,8,81,5187.93,15%,63033.35,12420.38,420222.33,12%,50426.68,50426.68,Dealer_2,134,Delhi
23-09-2023,Flats,Nike,8,60,14539.87,15%,130858.83,26118.29,872392.2,12%,104687.06,104687.06,Dealer_7,187,Mumbai
23-09-2023,Heels,Nike,6,67,9800.43,15%,98494.32,19650.37,656628.81,12%,78795.46,78795.46,Dealer_2,112,Delhi
23-09-2023,Sandals,Paragon,7,93,1070.85,40%,39835.62,27721.3,99589.05,12%,11950.69,11950.69,Dealer_7,166,Mumbai
23-09-2023,Sneakers,Nike,9,66,9623.71,15%,95274.73,19204.42,635164.86,12%,76219.78,76219.78,Dealer_1,98,Delhi
23-09-2023,Flats,Nike,7,72,6633.13,15%,71637.8,14191.64,477585.36,12%,57310.24,57310.24,Dealer_2,108,Delhi
23-09-2023,Boots,Paragon,11,75,1693.21,40%,50796.3,35498.58,126990.75,12%,15238.89,15238.89,Dealer_2,187,Delhi
23-09-2023,Flats,Nike,8,79,3876.65,15%,45938.3,9278.46,306255.35,12%,36750.64,36750.64,Dealer_4,79,Haryana
23-09-2023,Sandals,Nike,9,81,4198.51,15%,51011.9,10266.98,340079.31,12%,40809.52,40809.52,Dealer_6,105,Pune
24-09-2023,Sandals,Reebok,9,78,5490.28,20%,85648.37,34148.53,428241.84,12%,51389.02,51389.02,Dealer_2,163,Delhi
24-09-2023,Flats,Paragon,7,81,2514.41,40%,81466.88,57095.07,203667.21,12%,24440.07,24440.07,Dealer_6,166,Pune
24-09-2023,Sneakers,Sketchers,11,85,4206.09,25%,89379.41,46506.27,357517.65,12%,42902.12,42902.12,Dealer_4,95,Haryana
24-09-2023,Sandals,Woodland,9,81,3702.53,20%,59980.99,24225.7,299904.93,12%,35988.59,35988.59,Dealer_6,126,Pune
24-09-2023,Sandals,Paragon,7,85,1188.22,40%,40399.48,28320.03,100998.7,12%,12119.84,12119.84,Dealer_6,178,Pune
24-09-2023,Sandals,Paragon,8,73,2943.07,40%,85937.64,60142.23,214844.11,12%,25781.29,25781.29,Dealer_2,174,Delhi
24-09-2023,Sneakers,Bata,9,74,2983.15,30%,66225.93,39649.91,220753.1,12%,26490.37,26490.37,Dealer_2,66,Delhi
24-09-2023,Flats,Bata,10,85,1378.27,30%,35145.88,21013.11,117152.95,12%,14058.35,14058.35,Dealer_4,137,Haryana
24-09-2023,Flats,Paragon,9,94,983.99,40%,36998.02,25816.04,92495.06,12%,11099.41,11099.41,Dealer_2,109,Delhi
24-09-2023,Boots,Reebok,9,87,3920.1,20%,68209.74,27421.01,341048.7,12%,40925.84,40925.84,Dealer_6,170,Pune
24-09-2023,Sneakers,Paragon,8,77,1025.73,40%,31592.48,22116.54,78981.21,12%,9477.75,9477.75,Dealer_6,89,Pune
24-09-2023,Sandals,Adidas,7,68,8286.49,15%,84522.2,16960.96,563481.32,12%,67617.76,67617.76,Dealer_2,90,Delhi
24-09-2023,Sandals,Woodland,9,71,6732.49,20%,95601.36,38391.97,478006.79,12%,57360.81,57360.81,Dealer_7,118,Mumbai
24-09-2023,Boots,Sketchers,9,88,3168.56,25%,69708.32,36012.48,278833.28,12%,33459.99,33459.99,Dealer_3,135,Mumbai
25-09-2023,Heels,Paragon,8,73,1270.04,40%,37085.17,26087.5,92712.92,12%,11125.55,11125.55,Dealer_6,150,Pune
25-09-2023,Flats,Bata,6,56,1221.23,30%,20516.66,12315.54,68388.88,12%,8206.67,8206.67,Dealer_5,140,Haryana
25-09-2023,Flats,Adidas,8,61,2155.84,15%,19725.94,3988.69,131506.24,12%,15780.75,15780.75,Dealer_7,101,Mumbai
25-09-2023,Boots,Paragon,10,64,1236.99,40%,31666.94,22084.02,79167.36,12%,9500.08,9500.08,Dealer_3,56,Mumbai
25-09-2023,Sandals,Bata,8,60,3232.27,30%,58180.86,34833.0,193936.2,12%,23272.34,23272.34,Dealer_7,101,Mumbai
25-09-2023,Flats,Adidas,9,63,5520.83,15%,52171.84,10483.25,347812.29,12%,41737.47,41737.47,Dealer_2,77,Delhi
26-09-2023,Boots,Adidas,8,74,9531.95,15%,105804.64,21399.39,705364.3,12%,84643.72,84643.72,Dealer_6,170,Pune
26-09-2023,Sneakers,Metro,10,64,3751.2,30%,72023.04,43314.16,240076.8,12%,28809.22,28809.22,Dealer_7,174,Mumbai
26-09-2023,Boots,Sketchers,9,63,3187.59,25%,50204.54,26232.91,200818.17,12%,24098.18,24098.18,Dealer_2,64,Delhi
26-09-2023,Flats,Bata,8,58,2477.8,30%,43113.72,25849.03,143712.4,12%,17245.49,17245.49,Dealer_3,78,Mumbai
26-09-2023,Sandals,Adidas,10,69,4596.36,15%,47572.33,9454.44,317148.84,12%,38057.86,38057.86,Dealer_7,155,Mumbai
26-09-2023,Heels,Adidas,7,61,4390.85,15%,40176.28,7957.18,267841.85,12%,32141.02,32141.02,Dealer_2,193,Delhi
26-09-2023,Sneakers,Bata,7,55,3290.93,30%,54300.34,32531.38,181001.15,12%,21720.14,21720.14,Dealer_7,116,Mumbai
27-09-2023,Flats,Reebok,10,70,2842.81,20%,39799.34,15714.46,198996.7,12%,23879.6,23879.6,Dealer_7,67,Mumbai
27-09-2023,Heels,Paragon,10,76,2893.0,40%,87947.2,61490.55,219868.0,12%,26384.16,26384.16,Dealer_3,164,Mumbai
27-09-2023,Flats,Adidas,7,54,5746.61,15%,46547.54,9253.47,310316.94,12%,37238.03,37238.03,Dealer_4,142,Haryana
27-09-2023,Sandals,Adidas,10,47,4042.86,15%,28502.16,5682.9,190014.42,12%,22801.73,22801.73,Dealer_7,55,Mumbai
27-09-2023,Sneakers,Nike,10,63,8127.97,15%,76809.32,15375.04,512062.11,12%,61447.45,61447.45,Dealer_4,62,Haryana
27-09-2023,Heels,Woodland,6,52,4240.85,20%,44104.84,17678.18,220524.2,12%,26462.9,26462.9,Dealer_6,161,Pune
27-09-2023,Sneakers,Woodland,8,68,4952.06,20%,67348.02,26937.71,336740.08,12%,40408.81,40408.81,Dealer_6,135,Pune
27-09-2023,Flats,Nike,10,42,9783.68,15%,61637.18,12269.29,410914.56,12%,49309.75,49309.75,Dealer_6,78,Pune
28-09-2023,Sneakers,Woodland,6,56,7534.98,20%,84391.78,33560.37,421958.88,12%,50635.07,50635.07,Dealer_6,98,Pune
28-09-2023,Flats,Nike,11,44,12813.07,15%,84566.26,16855.72,563775.08,12%,67653.01,67653.01,Dealer_4,165,Haryana
28-09-2023,Flats,Adidas,10,73,2584.21,15%,28297.1,5562.17,188647.33,12%,22637.68,22637.68,Dealer_6,197,Pune
28-09-2023,Sandals,Bata,9,70,4557.59,30%,95709.39,57472.24,319031.3,12%,38283.76,38283.76,Dealer_3,197,Mumbai
28-09-2023,Sandals,Nike,9,62,3226.46,15%,30006.08,6092.14,200040.52,12%,24004.86,24004.86,Dealer_2,132,Delhi
28-09-2023,Sandals,Adidas,8,58,6675.01,15%,58072.59,11708.37,387150.58,12%,46458.07,46458.07,Dealer_7,133,Mumbai
28-09-2023,Flats,Bata,10,69,4079.71,30%,84450.0,50745.69,281499.99,12%,33780.0,33780.0,Dealer_6,140,Pune
28-09-2023,Flats,Paragon,7,62,2432.48,40%,60325.5,42214.5,150813.76,12%,18097.65,18097.65,Dealer_2,128,Delhi
29-09-2023,Sneakers,Nike,9,59,14333.94,15%,126855.37,25318.88,845702.46,12%,101484.3,101484.3,Dealer_1,82,Delhi
29-09-2023,Flats,Bata,6,67,4482.22,30%,90092.62,53980.86,300308.74,12%,36037.05,36037.05,Dealer_2,103,Delhi
29-09-2023,Boots,Reebok,7,44,7946.02,20%,69924.98,27819.24,349624.88,12%,41954.99,41954.99,Dealer_2,105,Delhi
29-09-2023,Flats,Bata,6,63,4510.55,30%,85249.4,51248.82,284164.65,12%,34099.76,34099.76,Dealer_4,81,Haryana
29-09-2023,Heels,Bata,6,54,4470.13,30%,72416.11,43432.19,241387.02,12%,28966.44,28966.44,Dealer_7,103,Mumbai
29-09-2023,Sandals,Nike,8,54,7790.14,15%,63100.13,12495.39,420667.56,12%,50480.11,50480.11,Dealer_2,147,Delhi
29-09-2023,Flats,Nike,6,44,9080.44,15%,59930.9,11903.53,399539.36,12%,47944.72,47944.72,Dealer_6,182,Pune
29-09-2023,Sneakers,Adidas,11,60,2962.87,15%,26665.83,5246.47,177772.2,12%,21332.66,21332.66,Dealer_4,141,Haryana
30-09-2023,Sandals,Bata,7,80,4940.61,30%,118574.64,71149.09,395248.8,12%,47429.86,47429.86,Dealer_6,142,Pune
30-09-2023,Sandals,Sketchers,9,76,5752.04,25%,109288.76,56936.9,437155.04,12%,52458.6,52458.6,Dealer_1,51,Delhi
30-09-2023,Sandals,Bata,8,87,2418.72,30%,63128.59,37842.36,210428.64,12%,25251.44,25251.44,Dealer_3,66,Mumbai
30-09-2023,Sandals,Paragon,8,71,2999.27,40%,85179.27,59400.23,212948.17,12%,25553.78,25553.78,Dealer_1,149,Delhi
30-09-2023,Sandals,Nike,8,77,3544.43,15%,40938.17,8168.72,272921.11,12%,32750.53,32750.53,Dealer_2,95,Delhi
30-09-2023,Flats,Nike,7,67,4869.1,15%,48934.46,9771.27,326229.7,12%,39147.56,39147.56,Dealer_7,170,Mumbai
30-09-2023,Flats,Nike,6,64,12628.56,15%,121234.18,24224.34,808227.84,12%,96987.34,96987.34,Dealer_7,125,Mumbai
30-09-2023,Sandals,Paragon,8,90,1548.1,40%,55731.6,38949.37,139329.0,12%,16719.48,16719.48,Dealer_2,182,Delhi
30-09-2023,Sneakers,Paragon,10,76,1412.67,40%,42945.17,30083.36,107362.92,12%,12883.55,12883.55,Dealer_2,91,Delhi
30-09-2023,Sneakers,Liberty,7,59,1509.14,40%,35615.7,24937.61,89039.26,12%,10684.71,10684.71,Dealer_3,117,Mumbai
30-09-2023,Flats,Bata,6,70,2326.33,30%,48852.93,29309.27,162843.1,12%,19541.17,19541.17,Dealer_4,58,Haryana
30-09-2023,Flats,Adidas,8,82,6315.8,15%,77684.34,15578.13,517895.6,12%,62147.47,62147.47,Dealer_7,184,Mumbai
01-10-2023,Sneakers,Nike,6,55,13766.26,15%,113571.64,22671.35,757144.3,12%,90857.32,90857.32,Dealer_1,157,Delhi
01-10-2023,Sneakers,Nike,9,72,14800.43,15%,159844.64,31920.27,1065630.96,12%,127875.72,127875.72,Dealer_6,162,Pune
01-10-2023,Sneakers,Paragon,10,63,1278.58,40%,32220.22,22692.16,80550.54,12%,9666.06,9666.06,Dealer_4,115,Haryana
01-10-2023,Sneakers,Bata,10,72,2462.33,30%,53186.33,31967.73,177287.76,12%,21274.53,21274.53,Dealer_6,74,Pune
01-10-2023,Sandals,Liberty,10,82,990.72,40%,32495.62,22829.63,81239.04,12%,9748.68,9748.68,Dealer_2,181,Delhi
01-10-2023,Sneakers,Adidas,7,50,7945.48,15%,59591.1,12040.83,397274.0,12%,47672.88,47672.88,Dealer_7,153,Mumbai
01-10-2023,Sandals,Paragon,7,69,1065.56,40%,29409.46,20639.21,73523.64,12%,8822.84,8822.84,Dealer_2,127,Delhi
01-10-2023,Sandals,Paragon,8,67,1799.79,40%,48234.37,33856.9,120585.93,12%,14470.31,14470.31,Dealer_6,118,Pune
01-10-2023,Flats,Adidas,8,70,4998.17,15%,52480.78,10338.22,349871.9,12%,41984.63,41984.63,Dealer_2,198,Delhi
01-10-2023,Flats,Nike,10,63,10582.56,15%,100005.19,20021.45,666701.28,12%,80004.15,80004.15,Dealer_2,96,Delhi
01-10-2023,Sneakers,Adidas,10,59,8683.03,15%,76844.82,15350.69,512298.77,12%,61475.85,61475.85,Dealer_2,91,Delhi
01-10-2023,Sandals,Bata,6,55,2923.11,30%,48231.32,29106.56,160771.05,12%,19292.53,19292.53,Dealer_3,98,Mumbai
02-10-2023,Sandals,Bata,7,52,3485.25,30%,54369.9,32714.7,181233.0,12%,21747.96,21747.96,Dealer_6,162,Pune
02-10-2023,Sneakers,Paragon,8,46,2809.71,40%,51698.66,36126.02,129246.66,12%,15509.6,15509.6,Dealer_3,97,Mumbai
02-10-2023,Sandals,Bata,9,52,2825.26,30%,44074.06,26481.71,146913.52,12%,17629.62,17629.62,Dealer_2,137,Delhi
02-10-2023,Flats,Woodland,8,52,6691.73,20%,69593.99,27854.36,347969.96,12%,41756.4,41756.4,Dealer_5,56,Haryana
02-10-2023,Flats,Adidas,7,33,9800.7,15%,48513.46,9748.13,323423.1,12%,38810.77,38810.77,Dealer_2,80,Delhi
02-10-2023,Flats,Paragon,8,61,2683.27,40%,65471.79,45728.37,163679.47,12%,19641.54,19641.54,Dealer_3,165,Mumbai
02-10-2023,Sandals,Paragon,6,50,956.53,40%,19130.6,13427.42,47826.5,12%,5739.18,5739.18,Dealer_6,99,Pune
02-10-2023,Sneakers,Paragon,7,41,996.69,40%,16345.72,11419.19,40864.29,12%,4903.71,4903.71,Dealer_7,140,Mumbai
03-10-2023,Flats,Metro,7,41,4439.7,30%,54608.31,32793.23,182027.7,12%,21843.32,21843.32,Dealer_6,62,Pune
03-10-2023,Flats,Paragon,8,63,1076.06,40%,27116.71,18909.26,67791.78,12%,8135.01,8135.01,Dealer_6,92,Pune
03-10-2023,Sandals,Adidas,7,39,7079.26,15%,41413.67,8224.23,276091.14,12%,33130.94,33130.94,Dealer_6,107,Pune
03-10-2023,Heels,Metro,10,53,3163.29,30%,50296.31,30295.17,167654.37,12%,20118.52,20118.52,Dealer_6,158,Pune
03-10-2023,Heels,Adidas,8,51,9672.45,15%,73994.24,14693.69,493294.95,12%,59195.39,59195.39,Dealer_3,125,Mumbai
03-10-2023,Sandals,Woodland,8,58,4808.02,20%,55773.03,22211.44,278865.16,12%,33463.82,33463.82,Dealer_2,126,Delhi
03-10-2023,Sneakers,Nike,8,42,11017.44,15%,69409.87,13876.82,462732.48,12%,55527.9,55527.9,Dealer_2,67,Delhi
03-10-2023,Sneakers,Metro,8,51,1575.17,30%,24100.1,14382.87,80333.67,12%,9640.04,9640.04,Dealer_2,112,Delhi
03-10-2023,Sandals,Adidas,10,61,5128.0,15%,46921.2,9295.74,312808.0,12%,37536.96,37536.96,Dealer_2,113,Delhi
04-10-2023,Sneakers,Puma,8,66,6409.51,20%,84605.53,33852.72,423027.66,12%,50763.32,50763.32,Dealer_2,199,Delhi
04-10-2023,Flats,Adidas,7,57,3139.27,15%,26840.76,5217.65,178938.39,12%,21472.61,21472.61,Dealer_2,133,Delhi
04-10-2023,Sneakers,Paragon,7,55,1277.9,40%,28113.8,19578.86,70284.5,12%,8434.14,8434.14,Dealer_2,170,Delhi
04-10-2023,Boots,Paragon,8,51,2555.6,40%,52134.24,36699.38,130335.6,12%,15640.27,15640.27,Dealer_6,166,Pune
04-10-2023,Sneakers,Nike,11,35,13502.83,15%,70889.86,14223.92,472599.05,12%,56711.89,56711.89,Dealer_1,147,Delhi
04-10-2023,Heels,Sketchers,7,52,3599.37,25%,46791.81,24257.08,187167.24,12%,22460.07,22460.07,Dealer_6,93,Pune
05-10-2023,Flats,Reebok,7,54,2618.3,20%,28277.64,11352.88,141388.2,12%,16966.58,16966.58,Dealer_7,142,Mumbai
05-10-2023,Boots,Paragon,9,67,1554.19,40%,41652.29,29213.34,104130.73,12%,12495.69,12495.69,Dealer_6,76,Pune
05-10-2023,Heels,Metro,8,60,4618.93,30%,83140.74,49983.89,277135.8,12%,33256.3,33256.3,Dealer_6,180,Pune
05-10-2023,Sandals,Bata,10,39,4932.35,30%,57708.5,34612.38,192361.65,12%,23083.4,23083.4,Dealer_1,53,Delhi
05-10-2023,Sneakers,Paragon,9,68,1964.46,40%,53433.31,37500.97,133583.28,12%,16029.99,16029.99,Dealer_2,161,Delhi
05-10-2023,Flats,Sketchers,7,44,4023.02,25%,44253.22,22807.83,177012.88,12%,21241.55,21241.55,Dealer_6,146,Pune
05-10-2023,Flats,Woodland,10,50,2252.61,20%,22526.1,8904.81,112630.5,12%,13515.66,13515.66,Dealer_2,75,Delhi
06-10-2023,Sneakers,Nike,11,49,7328.41,15%,53863.81,10789.15,359092.09,12%,43091.05,43091.05,Dealer_6,157,Pune
06-10-2023,Heels,Bata,10,70,2389.22,30%,50173.62,30137.14,167245.4,12%,20069.45,20069.45,Dealer_4,167,Haryana
06-10-2023,Flats,Woodland,6,65,6878.96,20%,89426.48,35679.41,447132.4,12%,53655.89,53655.89,Dealer_6,160,Pune
06-10-2023,Flats,Nike,7,53,5168.85,15%,41092.36,8244.41,273949.05,12%,32873.89,32873.89,Dealer_6,134,Pune
06-10-2023,Sneakers,Reebok,8,50,6374.34,20%,63743.4,25434.98,318717.0,12%,38246.04,38246.04,Dealer_2,141,Delhi
06-10-2023,Heels,Paragon,8,58,2933.95,40%,68067.64,47619.65,170169.1,12%,20420.29,20420.29,Dealer_2,120,Delhi
06-10-2023,Sandals,Nike,8,51,11389.25,15%,87127.76,17528.03,580851.75,12%,69702.21,69702.21,Dealer_6,117,Pune
06-10-2023,Flats,Adidas,7,43,8166.47,15%,52673.73,10625.64,351158.21,12%,42138.99,42138.99,Dealer_6,132,Pune
06-10-2023,Flats,Bata,11,64,4123.87,30%,79178.3,47407.28,263927.68,12%,31671.32,31671.32,Dealer_2,177,Delhi
06-10-2023,Heels,Nike,8,48,10396.83,15%,74857.18,14865.71,499047.84,12%,59885.74,59885.74,Dealer_7,108,Mumbai
07-10-2023,Heels,Reebok,7,68,5836.71,20%,79379.26,31710.59,396896.28,12%,47627.55,47627.55,Dealer_3,177,Mumbai
07-10-2023,Flats,Adidas,11,72,3617.19,15%,39065.65,7810.46,260437.68,12%,31252.52,31252.52,Dealer_7,174,Mumbai
07-10-2023,Sandals,Bata,8,71,4019.08,30%,85606.4,51298.05,285354.68,12%,34242.56,34242.56,Dealer_2,132,Delhi
07-10-2023,Sneakers,Nike,7,71,6726.33,15%,71635.41,14431.15,477569.43,12%,57308.33,57308.33,Dealer_6,193,Pune
07-10-2023,Sandals,Metro,9,68,1711.63,30%,34917.25,20985.09,116390.84,12%,13966.9,13966.9,Dealer_6,69,Pune
07-10-2023,Boots,Nike,6,48,13976.37,15%,100629.86,20166.58,670865.76,12%,80503.89,80503.89,Dealer_6,153,Pune
07-10-2023,Heels,Sketchers,7,55,3897.72,25%,53593.65,27742.04,214374.6,12%,25724.95,25724.95,Dealer_3,84,Mumbai
07-10-2023,Sandals,Nike,10,65,10361.04,15%,101020.14,20320.76,673467.6,12%,80816.11,80816.11,Dealer_1,132,Delhi
07-10-2023,Boots,Bata,6,66,3191.95,30%,63200.61,37638.35,210668.7,12%,25280.24,25280.24,Dealer_6,120,Pune
07-10-2023,Sneakers,Liberty,7,72,1113.38,40%,32065.34,22529.15,80163.36,12%,9619.6,9619.6,Dealer_2,162,Delhi
07-10-2023,Flats,Adidas,7,78,4374.35,15%,51179.9,10329.41,341199.3,12%,40943.92,40943.92,Dealer_1,173,Delhi
08-10-2023,Sandals,Paragon,9,78,980.6,40%,30594.72,21373.06,76486.8,12%,9178.42,9178.42,Dealer_2,182,Delhi
08-10-2023,Flats,Bata,10,72,4554.42,30%,98375.47,59152.57,327918.24,12%,39350.19,39350.19,Dealer_3,116,Mumbai
08-10-2023,Flats,Bata,8,63,2480.91,30%,46889.2,28127.21,156297.33,12%,18755.68,18755.68,Dealer_2,131,Delhi
08-10-2023,Flats,Bata,6,59,2286.65,30%,40473.7,24290.47,134912.35,12%,16189.48,16189.48,Dealer_7,113,Mumbai
08-10-2023,Flats,Paragon,9,83,741.55,40%,24619.46,17267.57,61548.65,12%,7385.84,7385.84,Dealer_6,171,Pune
08-10-2023,Flats,Bata,7,75,1911.3,30%,43004.25,26121.21,143347.5,12%,17201.7,17201.7,Dealer_3,191,Mumbai
08-10-2023,Heels,Puma,8,68,4658.43,20%,63354.65,25476.3,316773.24,12%,38012.79,38012.79,Dealer_1,167,Delhi
08-10-2023,Flats,Bata,9,70,2744.74,30%,57639.54,34653.84,192131.8,12%,23055.82,23055.82,Dealer_2,55,Delhi
08-10-2023,Flats,Bata,9,59,4583.37,30%,81125.65,48584.11,270418.83,12%,32450.26,32450.26,Dealer_4,87,Haryana
08-10-2023,Sneakers,Paragon,8,70,2886.84,40%,80831.52,56596.42,202078.8,12%,24249.46,24249.46,Dealer_2,195,Delhi
08-10-2023,Sandals,Paragon,6,66,1727.02,40%,45593.33,31834.02,113983.32,12%,13678.0,13678.0,Dealer_7,84,Mumbai
08-10-2023,Sandals,Adidas,10,72,4478.6,15%,48368.88,9755.99,322459.2,12%,38695.1,38695.1,Dealer_7,127,Mumbai
08-10-2023,Sandals,Puma,9,76,6704.47,20%,101907.94,40777.22,509539.72,12%,61144.77,61144.77,Dealer_2,188,Delhi
09-10-2023,Sandals,Nike,9,54,11545.36,15%,93517.42,18591.03,623449.44,12%,74813.93,74813.93,Dealer_3,200,Mumbai
09-10-2023,Sneakers,Metro,6,46,1254.51,30%,17312.24,10395.46,57707.46,12%,6924.9,6924.9,Dealer_5,91,Haryana
